"","Participant","SubjAge","SubjEnglish","SubjGender","Condition","List","PSA","Story","Name","Job","Pet","Pronoun","M_Type","M_Response","M_Acc","P_Text","P_Response","P_Acc"
"1557","44","24","Native (learned from birth)","female","both","both_3","1","1","Melissa","retail","dog","she/her","pronoun","she/her",1,"she decided to do her laundry and ""get it over with"".","she/her",1
"1558","44","24","Native (learned from birth)","female","both","both_3","1","1","Jessica","teacher","fish","she/her","pet","fish",1,NA,NA,NA
"1559","44","24","Native (learned from birth)","female","both","both_3","1","1","Jessica","teacher","fish","she/her","pronoun","she/her",1,"she proceeded to grade her students' papers.","she/her",1
"1560","44","24","Native (learned from birth)","female","both","both_3","1","1","Brian","mechanic","dog","they/them","job","engineer",0,NA,NA,NA
"1561","44","24","Native (learned from birth)","female","both","both_3","1","1","Brian","mechanic","dog","they/them","pet","dog",1,NA,NA,NA
"1562","44","24","Native (learned from birth)","female","both","both_3","1","1","Brian","mechanic","dog","they/them","pronoun","they/them",1,"he washed his hands to remove motor oil residue.","he/him",0
"1563","44","24","Native (learned from birth)","female","both","both_3","1","1","Andrew","food service","cat","they/them","job","food service",1,NA,NA,NA
"1564","44","24","Native (learned from birth)","female","both","both_3","1","1","Andrew","food service","cat","they/them","pet","cat",1,NA,NA,NA
"1565","44","24","Native (learned from birth)","female","both","both_3","1","1","Andrew","food service","cat","they/them","pronoun","they/them",1,"he took a quick shower to remove the grease-like odor.","he/him",0
"1566","44","24","Native (learned from birth)","female","both","both_3","1","1","Stephanie","janitor","fish","she/her","job","janitor",1,NA,NA,NA
"1567","44","24","Native (learned from birth)","female","both","both_3","1","1","Stephanie","janitor","fish","she/her","pet","fish",1,NA,NA,NA
"1568","44","24","Native (learned from birth)","female","both","both_3","1","1","Stephanie","janitor","fish","she/her","pronoun","she/her",1,"she sat in her massage chair to ease her sore back that was inflicted by the labor.","she/her",1
"1569","44","24","Native (learned from birth)","female","both","both_3","1","1","Daniel","IT","cat","he/him","job","accountant",0,NA,NA,NA
"1570","44","24","Native (learned from birth)","female","both","both_3","1","1","Daniel","IT","cat","he/him","pet","cat",1,NA,NA,NA
"1571","44","24","Native (learned from birth)","female","both","both_3","1","1","Daniel","IT","cat","he/him","pronoun","they/them",0,"he had a nice cold beer to wind down his mind.","he/him",1
"1572","44","24","Native (learned from birth)","female","both","both_3","1","1","Kevin","doctor","fish","he/him","job","doctor",1,NA,NA,NA
"1573","44","24","Native (learned from birth)","female","both","both_3","1","1","Kevin","doctor","fish","he/him","pet","fish",1,NA,NA,NA
"1574","44","24","Native (learned from birth)","female","both","both_3","1","1","Kevin","doctor","fish","he/him","pronoun","he/him",1,"he took a shower as he had been working closely with ill patients all day.","he/him",1
"1575","44","24","Native (learned from birth)","female","both","both_3","1","1","Amanda","engineer","dog","they/them","job","engineer",1,NA,NA,NA
"1576","44","24","Native (learned from birth)","female","both","both_3","1","1","Amanda","engineer","dog","they/them","pet","dog",1,NA,NA,NA
"1577","44","24","Native (learned from birth)","female","both","both_3","1","1","Amanda","engineer","dog","they/them","pronoun","they/them",1,"they began making notes of future projects.","they/them",1
"1578","44","24","Native (learned from birth)","female","both","both_3","1","1","Laura","accountant","cat","she/her","job","accountant",1,NA,NA,NA
"1579","44","24","Native (learned from birth)","female","both","both_3","1","1","Laura","accountant","cat","she/her","pet","cat",1,NA,NA,NA
"1580","44","24","Native (learned from birth)","female","both","both_3","1","1","Laura","accountant","cat","she/her","pronoun","they/them",0,"she proceeded to massage her sore hands as she had been typing vigorously all day.","she/her",1
"1581","44","24","Native (learned from birth)","female","both","both_3","1","1","Michael","salesperson","cat","he/him","job","retail",0,NA,NA,NA
"1582","44","24","Native (learned from birth)","female","both","both_3","1","1","Michael","salesperson","cat","he/him","pet","dog",0,NA,NA,NA
"1583","44","24","Native (learned from birth)","female","both","both_3","1","1","Michael","salesperson","cat","he/him","pronoun","he/him",1,"they fed their cat as it was hungry.","they/them",0
"1584","44","24","Native (learned from birth)","female","both","both_3","1","1","Jessica","teacher","fish","she/her","job","teacher",1,NA,NA,NA
"1585","45","62","Native (learned from birth)","female","neither","neither_3","0","0","Michael","salesperson","cat","he/him","job","sales",0,NA,NA,NA
"1586","45","62","Native (learned from birth)","female","neither","neither_3","0","0","Michael","salesperson","cat","he/him","pronoun","he/him",1,"he listened to the silence at home.","he/him",1
"1587","45","62","Native (learned from birth)","female","neither","neither_3","0","0","Emily","Uber driver","fish","they/them","job","nurse",0,NA,NA,NA
"1588","45","62","Native (learned from birth)","female","neither","neither_3","0","0","Emily","Uber driver","fish","they/them","pet","fish",1,NA,NA,NA
"1589","45","62","Native (learned from birth)","female","neither","neither_3","0","0","Emily","Uber driver","fish","they/them","pronoun","they/them",1,"she turned on her favorite TV show.","she/her",0
"1590","45","62","Native (learned from birth)","female","neither","neither_3","0","0","Melissa","retail","dog","she/her","job","Uber driver",0,NA,NA,NA
"1591","45","62","Native (learned from birth)","female","neither","neither_3","0","0","Melissa","retail","dog","she/her","pet","fish",0,NA,NA,NA
"1592","45","62","Native (learned from birth)","female","neither","neither_3","0","0","Melissa","retail","dog","she/her","pronoun","she/her",1,"she changed into comfortable clothing.","she/her",1
"1593","45","62","Native (learned from birth)","female","neither","neither_3","0","0","Laura","accountant","cat","she/her","job","accountant",1,NA,NA,NA
"1594","45","62","Native (learned from birth)","female","neither","neither_3","0","0","Laura","accountant","cat","she/her","pet","dog",0,NA,NA,NA
"1595","45","62","Native (learned from birth)","female","neither","neither_3","0","0","Laura","accountant","cat","she/her","pronoun","she/her",1,"she picked up the kids at daycare.","she/her",1
"1596","45","62","Native (learned from birth)","female","neither","neither_3","0","0","Andrew","food service","cat","they/them","job","mechanic",0,NA,NA,NA
"1597","45","62","Native (learned from birth)","female","neither","neither_3","0","0","Andrew","food service","cat","they/them","pet","dog",0,NA,NA,NA
"1598","45","62","Native (learned from birth)","female","neither","neither_3","0","0","Andrew","food service","cat","they/them","pronoun","he/him",0,"he turned on the news to see what had happened during the day.","he/him",0
"1599","45","62","Native (learned from birth)","female","neither","neither_3","0","0","Brian","mechanic","dog","they/them","job","teacher",0,NA,NA,NA
"1600","45","62","Native (learned from birth)","female","neither","neither_3","0","0","Brian","mechanic","dog","they/them","pet","cat",0,NA,NA,NA
"1601","45","62","Native (learned from birth)","female","neither","neither_3","0","0","Brian","mechanic","dog","they/them","pronoun","he/him",0,"he took the dog out for a walk.","he/him",0
"1602","45","62","Native (learned from birth)","female","neither","neither_3","0","0","Stephanie","janitor","fish","she/her","job","teacher",0,NA,NA,NA
"1603","45","62","Native (learned from birth)","female","neither","neither_3","0","0","Stephanie","janitor","fish","she/her","pet","fish",1,NA,NA,NA
"1604","45","62","Native (learned from birth)","female","neither","neither_3","0","0","Stephanie","janitor","fish","she/her","pronoun","they/them",0,"she put a load of clothes in the washer.","she/her",1
"1605","45","62","Native (learned from birth)","female","neither","neither_3","0","0","Amanda","engineer","dog","they/them","job","nurse",0,NA,NA,NA
"1606","45","62","Native (learned from birth)","female","neither","neither_3","0","0","Amanda","engineer","dog","they/them","pet","cat",0,NA,NA,NA
"1607","45","62","Native (learned from birth)","female","neither","neither_3","0","0","Amanda","engineer","dog","they/them","pronoun","she/her",0,"she answered personal emails.","she/her",0
"1608","45","62","Native (learned from birth)","female","neither","neither_3","0","0","Daniel","IT","cat","he/him","job","janitor",0,NA,NA,NA
"1609","45","62","Native (learned from birth)","female","neither","neither_3","0","0","Daniel","IT","cat","he/him","pet","fish",0,NA,NA,NA
"1610","45","62","Native (learned from birth)","female","neither","neither_3","0","0","Daniel","IT","cat","he/him","pronoun","he/him",1,"he started dinner.","he/him",1
"1611","45","62","Native (learned from birth)","female","neither","neither_3","0","0","James","nurse","dog","he/him","job","engineer",0,NA,NA,NA
"1612","45","62","Native (learned from birth)","female","neither","neither_3","0","0","James","nurse","dog","he/him","pet","fish",0,NA,NA,NA
"1613","45","62","Native (learned from birth)","female","neither","neither_3","0","0","James","nurse","dog","he/him","pronoun","he/him",1,"he took a nice%2C long%2C hot shower.","he/him",1
"1614","45","62","Native (learned from birth)","female","neither","neither_3","0","0","Jessica","teacher","fish","she/her","job","doctor",0,NA,NA,NA
"1615","45","62","Native (learned from birth)","female","neither","neither_3","0","0","Jessica","teacher","fish","she/her","pet","cat",0,NA,NA,NA
"1616","45","62","Native (learned from birth)","female","neither","neither_3","0","0","Jessica","teacher","fish","she/her","pronoun","she/her",1,"she retrieved papers from her bag to grade during the evening.","she/her",1
"1617","45","62","Native (learned from birth)","female","neither","neither_3","0","0","Kevin","doctor","fish","he/him","job","IT",0,NA,NA,NA
"1618","45","62","Native (learned from birth)","female","neither","neither_3","0","0","Kevin","doctor","fish","he/him","pet","fish",1,NA,NA,NA
"1619","45","62","Native (learned from birth)","female","neither","neither_3","0","0","Kevin","doctor","fish","he/him","pronoun","he/him",1,"he sat down and read the paper.","he/him",1
"1620","45","62","Native (learned from birth)","female","neither","neither_3","0","0","Michael","salesperson","cat","he/him","pet","cat",1,NA,NA,NA
"1621","46","71","Native (learned from birth)","male","psa","psa_3","1","0","Melissa","retail","dog","she/her","job","sales",0,NA,NA,NA
"1622","46","71","Native (learned from birth)","male","psa","psa_3","1","0","Melissa","retail","dog","she/her","pronoun","she/her",1,"she took a shower","she/her",1
"1623","46","71","Native (learned from birth)","male","psa","psa_3","1","0","Michael","salesperson","cat","he/him","job","nurse",0,NA,NA,NA
"1624","46","71","Native (learned from birth)","male","psa","psa_3","1","0","Michael","salesperson","cat","he/him","pet","cat",1,NA,NA,NA
"1625","46","71","Native (learned from birth)","male","psa","psa_3","1","0","Melissa","retail","dog","she/her","pet","dog",1,NA,NA,NA
"1626","46","71","Native (learned from birth)","male","psa","psa_3","1","0","Brian","mechanic","dog","they/them","job","mechanic",1,NA,NA,NA
"1627","46","71","Native (learned from birth)","male","psa","psa_3","1","0","Brian","mechanic","dog","they/them","pet","dog",1,NA,NA,NA
"1628","46","71","Native (learned from birth)","male","psa","psa_3","1","0","Brian","mechanic","dog","they/them","pronoun","they/them",1,"they fixed the washing machine.","they/them",1
"1629","46","71","Native (learned from birth)","male","psa","psa_3","1","0","Michael","salesperson","cat","he/him","pronoun","they/them",0,"he went to sleep.","he/him",1
"1630","46","71","Native (learned from birth)","male","psa","psa_3","1","0","Emily","Uber driver","fish","they/them","pet","dog",0,NA,NA,NA
"1631","46","71","Native (learned from birth)","male","psa","psa_3","1","0","Emily","Uber driver","fish","they/them","pronoun","she/her",0,"she cooked dinner.","she/her",0
"1632","46","71","Native (learned from birth)","male","psa","psa_3","1","0","Andrew","food service","cat","they/them","job","doctor",0,NA,NA,NA
"1633","46","71","Native (learned from birth)","male","psa","psa_3","1","0","Andrew","food service","cat","they/them","pet","cat",1,NA,NA,NA
"1634","46","71","Native (learned from birth)","male","psa","psa_3","1","0","Andrew","food service","cat","they/them","pronoun","they/them",1,"he went out to eat.","he/him",0
"1635","46","71","Native (learned from birth)","male","psa","psa_3","1","0","Kevin","doctor","fish","he/him","job","doctor",1,NA,NA,NA
"1636","46","71","Native (learned from birth)","male","psa","psa_3","1","0","Kevin","doctor","fish","he/him","pet","dog",0,NA,NA,NA
"1637","46","71","Native (learned from birth)","male","psa","psa_3","1","0","Kevin","doctor","fish","he/him","pronoun","he/him",1,"he went out for drinks.","he/him",1
